0.022633217	0.05145723	0.03514723	0.05271649	-0.030680273	-0.005353853	-0.0012900456	-0.011669409	0.08639279	-0.016637022	-0.02251493	0.06923476	0.07959537	0.02516924	0.019731905	-0.00433907
-0.06781671	0.13630854	0.0011099392	0.020354291	-0.09376031	0.12489907	0.054143894	0.10707241	0.15739095	0.017919289	-0.031970847	0.10018686	0.113630965	0.008184486	-0.11614193	-0.11918699
-0.15073857	0.18928133	0.051782895	0.03978105	-0.09919961	0.12955269	0.0734535	0.1984676	0.20265184	0.13293971	-0.086601675	0.20936164	0.09702716	-0.004325082	-0.10831381	-0.08791264
0.5043412	-0.44608516	-0.28052077	0.23450862	0.36481294	-0.41134998	-0.3874731	-0.49295282	-0.3676492	-0.4006291	0.29038608	-0.49732092	-0.4885927	0.23128487	-0.20047244	0.4547124
0.09894703	-0.061398797	-0.05026861	0.067966186	0.04581025	0.0026167266	0.0013955587	-0.03851018	0.11658321	-0.0033480148	0.0036621906	-0.04255226	-0.029346852	0.090821445	-0.04197468	-0.014676154
-0.080438115	0.0026325942	0.05026232	-0.05057218	-0.08119068	0.027310502	-0.010518086	0.035038512	0.11574193	0.067348994	-0.046379898	0.0804945	0.07375969	-0.0024414533	-0.0129424995	-0.048341703
0.38284752	-0.44017813	-0.31092787	0.21333519	0.29617536	-0.4238692	-0.36594838	-0.46367386	-0.16083542	-0.40377927	0.32855803	-0.4155309	-0.4283284	0.33226258	-0.28144416	0.3744094
0.0055955835	0.08834719	-0.015234616	-0.070640095	-0.060896214	0.006542624	0.07714307	0.07420253	0.08800789	0.048505582	-0.08257718	0.05389308	0.064736955	-0.025957594	-0.07493337	-0.085630015
0.37592843	-0.451029	-0.31083018	0.29171738	0.3074371	-0.33952165	-0.27513012	-0.3872018	-0.26717848	-0.37937775	0.26347777	-0.37942904	-0.36398625	0.2574039	-0.2766925	0.37886974
0.008403688	-0.022282833	0.017827464	-0.024523428	0.032521587	-0.00940729	0.006881851	-0.011155281	0.049768094	0.040586196	-0.0029002174	0.013918614	0.056000065	0.008876729	-0.044342753	-0.038971066
0.43258148	-0.46584126	-0.3079762	0.3294638	0.33211693	-0.4305047	-0.36110336	-0.45325184	-0.29237315	-0.4224796	0.32969302	-0.5104374	-0.4000395	0.27264342	-0.30245733	0.42134345
